Payment_ID,Payment_Status,Payment_Description,Invoice_ID
PAY020562,Refunded,Payment for invoice INV020562,INV020562
PAY020563,Paid,Payment for invoice INV020563,INV020563
PAY020564,Failed,Payment for invoice INV020564,INV020564
PAY020565,Paid,Payment for invoice INV020565,INV020565
PAY020566,Pending,Payment for invoice INV020566,INV020566
PAY020567,Paid,Payment for invoice INV020567,INV020567
PAY020568,Paid,Payment for invoice INV020568,INV020568
PAY020569,Paid,Payment for invoice INV020569,INV020569
PAY020570,Paid,Payment for invoice INV020570,INV020570
PAY020571,Paid,Payment for invoice INV020571,INV020571
PAY020572,Paid,Payment for invoice INV020572,INV020572
PAY020573,Paid,Payment for invoice INV020573,INV020573
PAY020574,Paid,Payment for invoice INV020574,INV020574
PAY020575,Paid,Payment for invoice INV020575,INV020575
PAY020576,Paid,Payment for invoice INV020576,INV020576
PAY020577,Paid,Payment for invoice INV020577,INV020577
PAY020578,Partially Paid,Payment for invoice INV020578,INV020578
PAY020579,Paid,Payment for invoice INV020579,INV020579
PAY020580,Paid,Payment for invoice INV020580,INV020580
PAY020581,Paid,Payment for invoice INV020581,INV020581
PAY020582,Paid,Payment for invoice INV020582,INV020582
PAY020583,Paid,Payment for invoice INV020583,INV020583
PAY020584,Paid,Payment for invoice INV020584,INV020584
PAY020585,Paid,Payment for invoice INV020585,INV020585
PAY020586,Paid,Payment for invoice INV020586,INV020586
PAY020587,Paid,Payment for invoice INV020587,INV020587
PAY020588,Paid,Payment for invoice INV020588,INV020588
PAY020589,Paid,Payment for invoice INV020589,INV020589
PAY020590,Paid,Payment for invoice INV020590,INV020590
PAY020591,Paid,Payment for invoice INV020591,INV020591
PAY020592,Paid,Payment for invoice INV020592,INV020592
PAY020593,Paid,Payment for invoice INV020593,INV020593
PAY020594,Paid,Payment for invoice INV020594,INV020594
PAY020595,Paid,Payment for invoice INV020595,INV020595
PAY020596,Paid,Payment for invoice INV020596,INV020596
PAY020597,Paid,Payment for invoice INV020597,INV020597
PAY020598,Refunded,Payment for invoice INV020598,INV020598
PAY020599,Paid,Payment for invoice INV020599,INV020599
PAY020600,Paid,Payment for invoice INV020600,INV020600
PAY020601,Paid,Payment for invoice INV020601,INV020601
PAY020602,Failed,Payment for invoice INV020602,INV020602
PAY020603,Paid,Payment for invoice INV020603,INV020603
PAY020604,Paid,Payment for invoice INV020604,INV020604
PAY020605,Paid,Payment for invoice INV020605,INV020605
PAY020606,Paid,Payment for invoice INV020606,INV020606
PAY020607,Paid,Payment for invoice INV020607,INV020607
PAY020608,Paid,Payment for invoice INV020608,INV020608
PAY020609,Paid,Payment for invoice INV020609,INV020609
PAY020610,Paid,Payment for invoice INV020610,INV020610
PAY020611,Paid,Payment for invoice INV020611,INV020611
PAY020612,Failed,Payment for invoice INV020612,INV020612
PAY020613,Paid,Payment for invoice INV020613,INV020613
PAY020614,Paid,Payment for invoice INV020614,INV020614
PAY020615,Paid,Payment for invoice INV020615,INV020615
PAY020616,Paid,Payment for invoice INV020616,INV020616
PAY020617,Paid,Payment for invoice INV020617,INV020617
PAY020618,Paid,Payment for invoice INV020618,INV020618
PAY020619,Pending,Payment for invoice INV020619,INV020619
PAY020620,Paid,Payment for invoice INV020620,INV020620
PAY020621,Paid,Payment for invoice INV020621,INV020621
PAY020622,Failed,Payment for invoice INV020622,INV020622
PAY020623,Paid,Payment for invoice INV020623,INV020623
PAY020624,Paid,Payment for invoice INV020624,INV020624
PAY020625,Paid,Payment for invoice INV020625,INV020625
PAY020626,Paid,Payment for invoice INV020626,INV020626
PAY020627,Pending,Payment for invoice INV020627,INV020627
PAY020628,Paid,Payment for invoice INV020628,INV020628
PAY020629,Paid,Payment for invoice INV020629,INV020629
PAY020630,Paid,Payment for invoice INV020630,INV020630
PAY020631,Paid,Payment for invoice INV020631,INV020631
PAY020632,Paid,Payment for invoice INV020632,INV020632
PAY020633,Paid,Payment for invoice INV020633,INV020633
PAY020634,Refunded,Payment for invoice INV020634,INV020634
PAY020635,Paid,Payment for invoice INV020635,INV020635
PAY020636,Paid,Payment for invoice INV020636,INV020636
PAY020637,Paid,Payment for invoice INV020637,INV020637
PAY020638,Paid,Payment for invoice INV020638,INV020638
PAY020639,Paid,Payment for invoice INV020639,INV020639
PAY020640,Paid,Payment for invoice INV020640,INV020640
PAY020641,Paid,Payment for invoice INV020641,INV020641
PAY020642,Paid,Payment for invoice INV020642,INV020642
PAY020643,Paid,Payment for invoice INV020643,INV020643
PAY020644,Pending,Payment for invoice INV020644,INV020644
PAY020645,Refunded,Payment for invoice INV020645,INV020645
PAY020646,Paid,Payment for invoice INV020646,INV020646
PAY020647,Paid,Payment for invoice INV020647,INV020647
PAY020648,Refunded,Payment for invoice INV020648,INV020648
PAY020649,Paid,Payment for invoice INV020649,INV020649
PAY020650,Paid,Payment for invoice INV020650,INV020650
PAY020651,Paid,Payment for invoice INV020651,INV020651
PAY020652,Paid,Payment for invoice INV020652,INV020652
PAY020653,Failed,Payment for invoice INV020653,INV020653
PAY020654,Failed,Payment for invoice INV020654,INV020654
PAY020655,Paid,Payment for invoice INV020655,INV020655
PAY020656,Paid,Payment for invoice INV020656,INV020656
PAY020657,Paid,Payment for invoice INV020657,INV020657
PAY020658,Paid,Payment for invoice INV020658,INV020658
PAY020659,Pending,Payment for invoice INV020659,INV020659
PAY020660,Paid,Payment for invoice INV020660,INV020660
PAY020661,Paid,Payment for invoice INV020661,INV020661
PAY020662,Paid,Payment for invoice INV020662,INV020662
PAY020663,Pending,Payment for invoice INV020663,INV020663
PAY020664,Paid,Payment for invoice INV020664,INV020664
PAY020665,Refunded,Payment for invoice INV020665,INV020665
PAY020666,Paid,Payment for invoice INV020666,INV020666
PAY020667,Pending,Payment for invoice INV020667,INV020667
PAY020668,Paid,Payment for invoice INV020668,INV020668
PAY020669,Paid,Payment for invoice INV020669,INV020669
PAY020670,Failed,Payment for invoice INV020670,INV020670
PAY020671,Paid,Payment for invoice INV020671,INV020671
PAY020672,Paid,Payment for invoice INV020672,INV020672
PAY020673,Paid,Payment for invoice INV020673,INV020673
PAY020674,Paid,Payment for invoice INV020674,INV020674
PAY020675,Paid,Payment for invoice INV020675,INV020675
PAY020676,Failed,Payment for invoice INV020676,INV020676
PAY020677,Paid,Payment for invoice INV020677,INV020677
PAY020678,Paid,Payment for invoice INV020678,INV020678
PAY020679,Paid,Payment for invoice INV020679,INV020679
PAY020680,Paid,Payment for invoice INV020680,INV020680
PAY020681,Paid,Payment for invoice INV020681,INV020681
PAY020682,Paid,Payment for invoice INV020682,INV020682
PAY020683,Paid,Payment for invoice INV020683,INV020683
PAY020684,Paid,Payment for invoice INV020684,INV020684
PAY020685,Paid,Payment for invoice INV020685,INV020685
PAY020686,Partially Paid,Payment for invoice INV020686,INV020686
PAY020687,Paid,Payment for invoice INV020687,INV020687
PAY020688,Paid,Payment for invoice INV020688,INV020688
PAY020689,Paid,Payment for invoice INV020689,INV020689
PAY020690,Paid,Payment for invoice INV020690,INV020690
PAY020691,Pending,Payment for invoice INV020691,INV020691
PAY020692,Paid,Payment for invoice INV020692,INV020692
PAY020693,Paid,Payment for invoice INV020693,INV020693
PAY020694,Failed,Payment for invoice INV020694,INV020694
PAY020695,Paid,Payment for invoice INV020695,INV020695
PAY020696,Paid,Payment for invoice INV020696,INV020696
PAY020697,Refunded,Payment for invoice INV020697,INV020697
PAY020698,Paid,Payment for invoice INV020698,INV020698
PAY020699,Paid,Payment for invoice INV020699,INV020699
PAY020700,Paid,Payment for invoice INV020700,INV020700
PAY020701,Paid,Payment for invoice INV020701,INV020701
PAY020702,Pending,Payment for invoice INV020702,INV020702
PAY020703,Paid,Payment for invoice INV020703,INV020703
PAY020704,Paid,Payment for invoice INV020704,INV020704
PAY020705,Paid,Payment for invoice INV020705,INV020705
PAY020706,Paid,Payment for invoice INV020706,INV020706
PAY020707,Paid,Payment for invoice INV020707,INV020707
PAY020708,Paid,Payment for invoice INV020708,INV020708
PAY020709,Paid,Payment for invoice INV020709,INV020709
PAY020710,Paid,Payment for invoice INV020710,INV020710
PAY020711,Paid,Payment for invoice INV020711,INV020711
PAY020712,Paid,Payment for invoice INV020712,INV020712
PAY020713,Paid,Payment for invoice INV020713,INV020713
PAY020714,Paid,Payment for invoice INV020714,INV020714
PAY020715,Paid,Payment for invoice INV020715,INV020715
PAY020716,Paid,Payment for invoice INV020716,INV020716
PAY020717,Paid,Payment for invoice INV020717,INV020717
PAY020718,Failed,Payment for invoice INV020718,INV020718
PAY020719,Paid,Payment for invoice INV020719,INV020719
PAY020720,Paid,Payment for invoice INV020720,INV020720
PAY020721,Paid,Payment for invoice INV020721,INV020721
PAY020722,Paid,Payment for invoice INV020722,INV020722
PAY020723,Paid,Payment for invoice INV020723,INV020723
PAY020724,Paid,Payment for invoice INV020724,INV020724
PAY020725,Paid,Payment for invoice INV020725,INV020725
PAY020726,Paid,Payment for invoice INV020726,INV020726
PAY020727,Paid,Payment for invoice INV020727,INV020727
PAY020728,Paid,Payment for invoice INV020728,INV020728
PAY020729,Paid,Payment for invoice INV020729,INV020729
PAY020730,Paid,Payment for invoice INV020730,INV020730
PAY020731,Paid,Payment for invoice INV020731,INV020731
PAY020732,Paid,Payment for invoice INV020732,INV020732
PAY020733,Paid,Payment for invoice INV020733,INV020733
PAY020734,Paid,Payment for invoice INV020734,INV020734
PAY020735,Paid,Payment for invoice INV020735,INV020735
PAY020736,Paid,Payment for invoice INV020736,INV020736
PAY020737,Paid,Payment for invoice INV020737,INV020737
PAY020738,Paid,Payment for invoice INV020738,INV020738
PAY020739,Paid,Payment for invoice INV020739,INV020739
PAY020740,Paid,Payment for invoice INV020740,INV020740
PAY020741,Paid,Payment for invoice INV020741,INV020741
PAY020742,Paid,Payment for invoice INV020742,INV020742
PAY020743,Paid,Payment for invoice INV020743,INV020743
PAY020744,Paid,Payment for invoice INV020744,INV020744
PAY020745,Partially Paid,Payment for invoice INV020745,INV020745
PAY020746,Paid,Payment for invoice INV020746,INV020746
PAY020747,Paid,Payment for invoice INV020747,INV020747
PAY020748,Paid,Payment for invoice INV020748,INV020748
PAY020749,Paid,Payment for invoice INV020749,INV020749
PAY020750,Paid,Payment for invoice INV020750,INV020750
PAY020751,Paid,Payment for invoice INV020751,INV020751
PAY020752,Paid,Payment for invoice INV020752,INV020752
PAY020753,Paid,Payment for invoice INV020753,INV020753
PAY020754,Paid,Payment for invoice INV020754,INV020754
PAY020755,Paid,Payment for invoice INV020755,INV020755
PAY020756,Paid,Payment for invoice INV020756,INV020756
PAY020757,Paid,Payment for invoice INV020757,INV020757
PAY020758,Refunded,Payment for invoice INV020758,INV020758
PAY020759,Paid,Payment for invoice INV020759,INV020759
PAY020760,Paid,Payment for invoice INV020760,INV020760
PAY020761,Paid,Payment for invoice INV020761,INV020761
PAY020762,Paid,Payment for invoice INV020762,INV020762
PAY020763,Paid,Payment for invoice INV020763,INV020763
PAY020764,Paid,Payment for invoice INV020764,INV020764
PAY020765,Paid,Payment for invoice INV020765,INV020765
PAY020766,Partially Paid,Payment for invoice INV020766,INV020766
PAY020767,Refunded,Payment for invoice INV020767,INV020767
PAY020768,Paid,Payment for invoice INV020768,INV020768
PAY020769,Paid,Payment for invoice INV020769,INV020769
PAY020770,Failed,Payment for invoice INV020770,INV020770
PAY020771,Paid,Payment for invoice INV020771,INV020771
PAY020772,Partially Paid,Payment for invoice INV020772,INV020772
PAY020773,Paid,Payment for invoice INV020773,INV020773
PAY020774,Pending,Payment for invoice INV020774,INV020774
PAY020775,Paid,Payment for invoice INV020775,INV020775
PAY020776,Paid,Payment for invoice INV020776,INV020776
PAY020777,Paid,Payment for invoice INV020777,INV020777
PAY020778,Paid,Payment for invoice INV020778,INV020778
PAY020779,Paid,Payment for invoice INV020779,INV020779
PAY020780,Failed,Payment for invoice INV020780,INV020780
PAY020781,Paid,Payment for invoice INV020781,INV020781
PAY020782,Refunded,Payment for invoice INV020782,INV020782
PAY020783,Paid,Payment for invoice INV020783,INV020783
PAY020784,Paid,Payment for invoice INV020784,INV020784
PAY020785,Paid,Payment for invoice INV020785,INV020785
PAY020786,Paid,Payment for invoice INV020786,INV020786
PAY020787,Paid,Payment for invoice INV020787,INV020787
PAY020788,Pending,Payment for invoice INV020788,INV020788
PAY020789,Paid,Payment for invoice INV020789,INV020789
PAY020790,Paid,Payment for invoice INV020790,INV020790
PAY020791,Pending,Payment for invoice INV020791,INV020791
PAY020792,Paid,Payment for invoice INV020792,INV020792
PAY020793,Paid,Payment for invoice INV020793,INV020793
PAY020794,Paid,Payment for invoice INV020794,INV020794
PAY020795,Paid,Payment for invoice INV020795,INV020795
PAY020796,Paid,Payment for invoice INV020796,INV020796
PAY020797,Paid,Payment for invoice INV020797,INV020797
PAY020798,Refunded,Payment for invoice INV020798,INV020798
PAY020799,Paid,Payment for invoice INV020799,INV020799
PAY020800,Paid,Payment for invoice INV020800,INV020800
PAY020801,Paid,Payment for invoice INV020801,INV020801
PAY020802,Pending,Payment for invoice INV020802,INV020802
PAY020803,Paid,Payment for invoice INV020803,INV020803
PAY020804,Paid,Payment for invoice INV020804,INV020804
PAY020805,Paid,Payment for invoice INV020805,INV020805
PAY020806,Paid,Payment for invoice INV020806,INV020806
PAY020807,Paid,Payment for invoice INV020807,INV020807
PAY020808,Paid,Payment for invoice INV020808,INV020808
PAY020809,Paid,Payment for invoice INV020809,INV020809
PAY020810,Paid,Payment for invoice INV020810,INV020810
PAY020811,Paid,Payment for invoice INV020811,INV020811
PAY020812,Pending,Payment for invoice INV020812,INV020812
PAY020813,Paid,Payment for invoice INV020813,INV020813
PAY020814,Partially Paid,Payment for invoice INV020814,INV020814
PAY020815,Paid,Payment for invoice INV020815,INV020815
PAY020816,Paid,Payment for invoice INV020816,INV020816
PAY020817,Paid,Payment for invoice INV020817,INV020817
PAY020818,Paid,Payment for invoice INV020818,INV020818
PAY020819,Paid,Payment for invoice INV020819,INV020819
PAY020820,Paid,Payment for invoice INV020820,INV020820
PAY020821,Paid,Payment for invoice INV020821,INV020821
PAY020822,Paid,Payment for invoice INV020822,INV020822
PAY020823,Paid,Payment for invoice INV020823,INV020823
PAY020824,Paid,Payment for invoice INV020824,INV020824
PAY020825,Paid,Payment for invoice INV020825,INV020825
PAY020826,Paid,Payment for invoice INV020826,INV020826
PAY020827,Paid,Payment for invoice INV020827,INV020827
PAY020828,Paid,Payment for invoice INV020828,INV020828
PAY020829,Paid,Payment for invoice INV020829,INV020829
PAY020830,Paid,Payment for invoice INV020830,INV020830
PAY020831,Paid,Payment for invoice INV020831,INV020831
PAY020832,Paid,Payment for invoice INV020832,INV020832
PAY020833,Paid,Payment for invoice INV020833,INV020833
PAY020834,Paid,Payment for invoice INV020834,INV020834
PAY020835,Paid,Payment for invoice INV020835,INV020835
PAY020836,Paid,Payment for invoice INV020836,INV020836
PAY020837,Paid,Payment for invoice INV020837,INV020837
PAY020838,Paid,Payment for invoice INV020838,INV020838
PAY020839,Partially Paid,Payment for invoice INV020839,INV020839
PAY020840,Paid,Payment for invoice INV020840,INV020840
PAY020841,Paid,Payment for invoice INV020841,INV020841
